policy,policy_name,cluster_name,cluster_display_name,sector_slug,workload_name,completed,completion_slot,total_work,total_energy_kwh,total_carbon_grams,total_day_ahead_cost,total_real_time_cost,active_slots,max_scale_used,tie_threshold_ratio,tie_break_used_count,cost_budget_ratio,cost_penalty_beta,urgency_gamma,lambda_carbon,sweep_group,carbon_savings_vs_base_pct,day_ahead_cost_savings_vs_base_pct,real_time_cost_savings_vs_base_pct,week_slug
carbonscaler_base,carbonscaler,cluster1,"Ontario, Canada",ontario,nbody100k,True,88.0,24.44000000000001,5.9268,131.78879999999998,178.515744,67.54340450000002,14,2,,0,,,,,,0.0,0.0,0.0,ontario_week01_2026-04-06_to_2026-04-12
price_only,price_only,cluster1,"Ontario, Canada",ontario,nbody100k,True,167.0,24.44000000000001,5.9268,288.2814000000001,99.40227,80.8584535,14,2,,0,,,,,,-118.74499198717956,44.317365083496504,-19.713322268201583,ontario_week01_2026-04-06_to_2026-04-12
optionA_tie_0.01,carbonscaler_price_tiebreak,cluster1,"Ontario, Canada",ontario,nbody100k,True,88.0,24.44000000000001,5.9268,131.78879999999998,178.515744,67.54340450000002,14,2,0.01,11,,,,,,0.0,0.0,0.0,ontario_week01_2026-04-06_to_2026-04-12
optionA_tie_0.03,carbonscaler_price_tiebreak,cluster1,"Ontario, Canada",ontario,nbody100k,True,88.0,24.44000000000001,5.9268,131.78879999999998,178.515744,67.54340450000002,14,2,0.03,17,,,,,,0.0,0.0,0.0,ontario_week01_2026-04-06_to_2026-04-12
optionA_tie_0.05,carbonscaler_price_tiebreak,cluster1,"Ontario, Canada",ontario,nbody100k,True,87.0,24.31000000000001,5.9202,131.1552,175.356324,67.46409450000002,13,2,0.05,20,,,,,,0.4807692307692102,1.769827091553343,0.1174207912483988,ontario_week01_2026-04-06_to_2026-04-12
optionA_tie_0.10,carbonscaler_price_tiebreak,cluster1,"Ontario, Canada",ontario,nbody100k,True,87.0,24.31000000000001,5.9202,131.1552,175.356324,67.46409450000002,13,2,0.1,23,,,,,,0.4807692307692102,1.769827091553343,0.1174207912483988,ontario_week01_2026-04-06_to_2026-04-12
optionA_tie_0.20,carbonscaler_price_tiebreak,cluster1,"Ontario, Canada",ontario,nbody100k,True,87.0,24.31000000000001,5.9202,131.1552,175.356324,67.46409450000002,13,2,0.2,24,,,,,,0.4807692307692102,1.769827091553343,0.1174207912483988,ontario_week01_2026-04-06_to_2026-04-12
optionB_budget0.80_beta0.01_gamma0.50,carbonscaler_budget,cluster1,"Ontario, Canada",ontario,nbody100k,False,,19.090000000000003,4.573799999999999,97.944,142.598412,59.55362050000001,13,2,,0,0.8,0.01,0.5,,optionB_budget_sweep,25.68108974358973,20.119980005797142,11.829110568449376,ontario_week01_2026-04-06_to_2026-04-12
optionB_budget0.85_beta0.01_gamma0.50,carbonscaler_budget,cluster1,"Ontario, Canada",ontario,nbody100k,False,,21.090000000000003,5.035799999999999,116.886,151.376412,61.988938000000005,15,2,,0,0.85,0.01,0.5,,optionB_budget_sweep,11.308092948717928,15.202766653455518,8.223551272130525,ontario_week01_2026-04-06_to_2026-04-12
optionB_budget0.90_beta0.01_gamma0.50,carbonscaler_budget,cluster1,"Ontario, Canada",ontario,nbody100k,False,,22.960000000000004,5.4912,135.70260000000002,160.49748,79.89149850000003,16,2,,0,0.9,0.01,0.5,,optionB_budget_sweep,-2.9697516025641315,10.09337529355395,-18.28171690694093,ontario_week01_2026-04-06_to_2026-04-12
optionB_budget1.00_beta0.01_gamma0.50,carbonscaler_budget,cluster1,"Ontario, Canada",ontario,nbody100k,True,88.0,24.700000000000006,5.9399999999999995,139.0488,178.33662,82.60677700000002,16,2,,0,1.0,0.01,0.5,,optionB_budget_sweep,-5.508814102564118,0.1003407296109421,-22.301766710619383,ontario_week01_2026-04-06_to_2026-04-12
optionB_budget1.10_beta0.01_gamma0.50,carbonscaler_budget,cluster1,"Ontario, Canada",ontario,nbody100k,True,89.0,24.700000000000006,5.9399999999999995,134.1978,183.94068,82.78329950000003,16,2,,0,1.1,0.01,0.5,,optionB_budget_sweep,-1.827924679487195,-3.0389117948050575,-22.56311347172321,ontario_week01_2026-04-06_to_2026-04-12
optionB_budget1.20_beta0.01_gamma0.50,carbonscaler_budget,cluster1,"Ontario, Canada",ontario,nbody100k,True,89.0,24.700000000000006,5.9399999999999995,134.1978,183.94068,82.78329950000003,16,2,,0,1.2,0.01,0.5,,optionB_budget_sweep,-1.827924679487195,-3.0389117948050575,-22.56311347172321,ontario_week01_2026-04-06_to_2026-04-12
optionB_budget0.90_beta0.0025_gamma0.50,carbonscaler_budget,cluster1,"Ontario, Canada",ontario,nbody100k,False,,22.960000000000004,5.4912,135.70260000000002,160.49748,79.89149850000003,16,2,,0,0.9,0.0025,0.5,,optionB_beta_sweep,-2.9697516025641315,10.09337529355395,-18.28171690694093,ontario_week01_2026-04-06_to_2026-04-12
optionB_budget0.90_beta0.0050_gamma0.50,carbonscaler_budget,cluster1,"Ontario, Canada",ontario,nbody100k,False,,22.960000000000004,5.4912,135.70260000000002,160.49748,79.89149850000003,16,2,,0,0.9,0.005,0.5,,optionB_beta_sweep,-2.9697516025641315,10.09337529355395,-18.28171690694093,ontario_week01_2026-04-06_to_2026-04-12
optionB_budget0.90_beta0.0100_gamma0.50,carbonscaler_budget,cluster1,"Ontario, Canada",ontario,nbody100k,False,,22.960000000000004,5.4912,135.70260000000002,160.49748,79.89149850000003,16,2,,0,0.9,0.01,0.5,,optionB_beta_sweep,-2.9697516025641315,10.09337529355395,-18.28171690694093,ontario_week01_2026-04-06_to_2026-04-12
optionB_budget0.90_beta0.0200_gamma0.50,carbonscaler_budget,cluster1,"Ontario, Canada",ontario,nbody100k,False,,21.830000000000005,5.2536,115.1832,160.330368,63.06381950000001,14,2,,0,0.9,0.02,0.5,,optionB_beta_sweep,12.600160256410234,10.186987204893263,6.632157548410242,ontario_week01_2026-04-06_to_2026-04-12
optionB_budget0.90_beta0.0400_gamma0.50,carbonscaler_budget,cluster1,"Ontario, Canada",ontario,nbody100k,False,,21.830000000000005,5.2536,115.1832,160.330368,63.06381950000001,14,2,,0,0.9,0.04,0.5,,optionB_beta_sweep,12.600160256410234,10.186987204893263,6.632157548410242,ontario_week01_2026-04-06_to_2026-04-12
optionB_budget0.90_beta0.01_gamma0.10,carbonscaler_budget,cluster1,"Ontario, Canada",ontario,nbody100k,False,,21.830000000000005,5.2536,115.1832,160.330368,63.06381950000001,14,2,,0,0.9,0.01,0.1,,optionB_gamma_sweep,12.600160256410234,10.186987204893263,6.632157548410242,ontario_week01_2026-04-06_to_2026-04-12
optionB_budget0.90_beta0.01_gamma0.25,carbonscaler_budget,cluster1,"Ontario, Canada",ontario,nbody100k,False,,22.960000000000004,5.4912,135.70260000000002,160.49748,79.89149850000003,16,2,,0,0.9,0.01,0.25,,optionB_gamma_sweep,-2.9697516025641315,10.09337529355395,-18.28171690694093,ontario_week01_2026-04-06_to_2026-04-12
optionB_budget0.90_beta0.01_gamma0.50,carbonscaler_budget,cluster1,"Ontario, Canada",ontario,nbody100k,False,,22.960000000000004,5.4912,135.70260000000002,160.49748,79.89149850000003,16,2,,0,0.9,0.01,0.5,,optionB_gamma_sweep,-2.9697516025641315,10.09337529355395,-18.28171690694093,ontario_week01_2026-04-06_to_2026-04-12
optionB_budget0.90_beta0.01_gamma0.75,carbonscaler_budget,cluster1,"Ontario, Canada",ontario,nbody100k,False,,22.960000000000004,5.4912,135.70260000000002,160.49748,79.89149850000003,16,2,,0,0.9,0.01,0.75,,optionB_gamma_sweep,-2.9697516025641315,10.09337529355395,-18.28171690694093,ontario_week01_2026-04-06_to_2026-04-12
optionB_budget0.90_beta0.01_gamma1.00,carbonscaler_budget,cluster1,"Ontario, Canada",ontario,nbody100k,False,,22.960000000000004,5.4912,135.70260000000002,160.49748,79.89149850000003,16,2,,0,0.9,0.01,1.0,,optionB_gamma_sweep,-2.9697516025641315,10.09337529355395,-18.28171690694093,ontario_week01_2026-04-06_to_2026-04-12
optionC_lambda0.50,carbonscaler_weighted,cluster1,"Ontario, Canada",ontario,nbody100k,True,167.0,24.44000000000001,5.9268,188.1132,124.176228,60.55974100000001,14,2,,0,,,,0.5,,-42.73838141025644,30.43962105661672,10.339519530733767,ontario_week01_2026-04-06_to_2026-04-12
optionC_lambda0.60,carbonscaler_weighted,cluster1,"Ontario, Canada",ontario,nbody100k,True,167.0,24.44000000000001,5.9268,156.6906,142.91633399999998,55.989257500000015,14,2,,0,,,,0.6,,-18.89523237179488,19.941888150772872,17.106254986006817,ontario_week01_2026-04-06_to_2026-04-12
optionC_lambda0.70,carbonscaler_weighted,cluster1,"Ontario, Canada",ontario,nbody100k,True,167.0,24.44000000000001,5.9268,145.7742,154.360998,69.38377600000001,14,2,,0,,,,0.7,,-10.61197916666669,13.530877142130398,-2.724724217891606,ontario_week01_2026-04-06_to_2026-04-12
optionC_lambda0.80,carbonscaler_weighted,cluster1,"Ontario, Canada",ontario,nbody100k,True,88.0,24.44000000000001,5.9268,133.3596,171.693984,63.70840850000001,14,2,,0,,,,0.8,,-1.1919070512820664,3.8213772338197862,5.677824546140563,ontario_week01_2026-04-06_to_2026-04-12
optionC_lambda0.90,carbonscaler_weighted,cluster1,"Ontario, Canada",ontario,nbody100k,True,87.0,24.31000000000001,5.9202,131.1552,175.356324,67.46409450000002,13,2,,0,,,,0.9,,0.4807692307692102,1.769827091553343,0.1174207912483988,ontario_week01_2026-04-06_to_2026-04-12
carbonscaler_base,carbonscaler,cluster1,"Ontario, Canada",ontario,nbody100k,True,138.0,24.44000000000001,5.9268,119.02440000000004,96.640038,280.98887300000007,14,2,,0,,,,,,0.0,0.0,0.0,ontario_week02_2026-04-13_to_2026-04-19
price_only,price_only,cluster1,"Ontario, Canada",ontario,nbody100k,True,131.0,24.44000000000001,5.9268,273.48420000000004,42.572112,26.873357500000004,14,2,,0,,,,,,-129.77154264167683,55.94774910994964,90.43614887198754,ontario_week02_2026-04-13_to_2026-04-19
optionA_tie_0.01,carbonscaler_price_tiebreak,cluster1,"Ontario, Canada",ontario,nbody100k,True,138.0,24.44000000000001,5.9268,119.02440000000004,96.640038,280.98887300000007,14,2,0.01,19,,,,,,0.0,0.0,0.0,ontario_week02_2026-04-13_to_2026-04-19
optionA_tie_0.03,carbonscaler_price_tiebreak,cluster1,"Ontario, Canada",ontario,nbody100k,True,138.0,24.44000000000001,5.9268,119.02440000000004,96.640038,280.98887300000007,14,2,0.03,20,,,,,,0.0,0.0,0.0,ontario_week02_2026-04-13_to_2026-04-19
optionA_tie_0.05,carbonscaler_price_tiebreak,cluster1,"Ontario, Canada",ontario,nbody100k,True,138.0,24.44000000000001,5.9268,119.02440000000004,96.640038,280.98887300000007,14,2,0.05,23,,,,,,0.0,0.0,0.0,ontario_week02_2026-04-13_to_2026-04-19
optionA_tie_0.10,carbonscaler_price_tiebreak,cluster1,"Ontario, Canada",ontario,nbody100k,True,138.0,24.44000000000001,5.9268,119.02440000000004,96.640038,280.98887300000007,14,2,0.1,24,,,,,,0.0,0.0,0.0,ontario_week02_2026-04-13_to_2026-04-19
optionA_tie_0.20,carbonscaler_price_tiebreak,cluster1,"Ontario, Canada",ontario,nbody100k,True,137.0,24.31000000000001,5.9202,118.8594,87.45046199999999,274.39747500000004,13,2,0.2,26,,,,,,0.138627037817473,9.509077386745236,2.3457861265559883,ontario_week02_2026-04-13_to_2026-04-19
optionB_budget0.80_beta0.01_gamma0.50,carbonscaler_budget,cluster1,"Ontario, Canada",ontario,nbody100k,False,,22.570000000000007,5.4714,108.53700000000002,76.546866,262.43041000000005,13,2,,0,0.8,0.01,0.5,,optionB_budget_sweep,8.811134523677502,20.79176748668083,6.6046967632059985,ontario_week02_2026-04-13_to_2026-04-19
optionB_budget0.85_beta0.01_gamma0.50,carbonscaler_budget,cluster1,"Ontario, Canada",ontario,nbody100k,True,137.0,24.44000000000001,5.9268,121.53900000000002,80.97012000000001,270.4861445,14,2,,0,0.85,0.01,0.5,,optionB_budget_sweep,-2.112676056338017,16.2147266539775,3.737773808573567,ontario_week02_2026-04-13_to_2026-04-19
optionB_budget0.90_beta0.01_gamma0.50,carbonscaler_budget,cluster1,"Ontario, Canada",ontario,nbody100k,False,,23.570000000000007,5.7024,114.31200000000004,86.84946599999999,269.06781000000007,14,2,,0,0.9,0.01,0.5,,optionB_budget_sweep,3.959188200066542,10.130968698501546,4.2425391698695485,ontario_week02_2026-04-13_to_2026-04-19
optionB_budget1.00_beta0.01_gamma0.50,carbonscaler_budget,cluster1,"Ontario, Canada",ontario,nbody100k,True,138.0,24.44000000000001,5.9268,119.922,87.96248999999999,269.11381200000005,14,2,,0,1.0,0.01,0.5,,optionB_budget_sweep,-0.7541310857269456,8.979247297067497,4.226167703089088,ontario_week02_2026-04-13_to_2026-04-19
optionB_budget1.10_beta0.01_gamma0.50,carbonscaler_budget,cluster1,"Ontario, Canada",ontario,nbody100k,True,138.0,24.44000000000001,5.9268,119.02440000000004,96.640038,280.98887300000007,14,2,,0,1.1,0.01,0.5,,optionB_budget_sweep,0.0,0.0,0.0,ontario_week02_2026-04-13_to_2026-04-19
optionB_budget1.20_beta0.01_gamma0.50,carbonscaler_budget,cluster1,"Ontario, Canada",ontario,nbody100k,True,138.0,24.44000000000001,5.9268,119.02440000000004,96.640038,280.98887300000007,14,2,,0,1.2,0.01,0.5,,optionB_budget_sweep,0.0,0.0,0.0,ontario_week02_2026-04-13_to_2026-04-19
optionB_budget0.90_beta0.0025_gamma0.50,carbonscaler_budget,cluster1,"Ontario, Canada",ontario,nbody100k,False,,23.570000000000007,5.7024,114.31200000000004,86.84946599999999,269.06781000000007,14,2,,0,0.9,0.0025,0.5,,optionB_beta_sweep,3.959188200066542,10.130968698501546,4.2425391698695485,ontario_week02_2026-04-13_to_2026-04-19
optionB_budget0.90_beta0.0050_gamma0.50,carbonscaler_budget,cluster1,"Ontario, Canada",ontario,nbody100k,False,,23.570000000000007,5.7024,114.31200000000004,86.84946599999999,269.06781000000007,14,2,,0,0.9,0.005,0.5,,optionB_beta_sweep,3.959188200066542,10.130968698501546,4.2425391698695485,ontario_week02_2026-04-13_to_2026-04-19
optionB_budget0.90_beta0.0100_gamma0.50,carbonscaler_budget,cluster1,"Ontario, Canada",ontario,nbody100k,False,,23.570000000000007,5.7024,114.31200000000004,86.84946599999999,269.06781000000007,14,2,,0,0.9,0.01,0.5,,optionB_beta_sweep,3.959188200066542,10.130968698501546,4.2425391698695485,ontario_week02_2026-04-13_to_2026-04-19
optionB_budget0.90_beta0.0200_gamma0.50,carbonscaler_budget,cluster1,"Ontario, Canada",ontario,nbody100k,False,,23.570000000000007,5.7024,114.31200000000004,86.84946599999999,269.06781000000007,14,2,,0,0.9,0.02,0.5,,optionB_beta_sweep,3.959188200066542,10.130968698501546,4.2425391698695485,ontario_week02_2026-04-13_to_2026-04-19
optionB_budget0.90_beta0.0400_gamma0.50,carbonscaler_budget,cluster1,"Ontario, Canada",ontario,nbody100k,True,137.0,24.44000000000001,5.9268,121.53900000000002,80.97012000000001,270.4861445,14,2,,0,0.9,0.04,0.5,,optionB_beta_sweep,-2.112676056338017,16.2147266539775,3.737773808573567,ontario_week02_2026-04-13_to_2026-04-19
optionB_budget0.90_beta0.01_gamma0.10,carbonscaler_budget,cluster1,"Ontario, Canada",ontario,nbody100k,False,,23.570000000000007,5.7024,114.31200000000004,86.84946599999999,269.06781000000007,14,2,,0,0.9,0.01,0.1,,optionB_gamma_sweep,3.959188200066542,10.130968698501546,4.2425391698695485,ontario_week02_2026-04-13_to_2026-04-19
optionB_budget0.90_beta0.01_gamma0.25,carbonscaler_budget,cluster1,"Ontario, Canada",ontario,nbody100k,False,,23.570000000000007,5.7024,114.31200000000004,86.84946599999999,269.06781000000007,14,2,,0,0.9,0.01,0.25,,optionB_gamma_sweep,3.959188200066542,10.130968698501546,4.2425391698695485,ontario_week02_2026-04-13_to_2026-04-19
optionB_budget0.90_beta0.01_gamma0.50,carbonscaler_budget,cluster1,"Ontario, Canada",ontario,nbody100k,False,,23.570000000000007,5.7024,114.31200000000004,86.84946599999999,269.06781000000007,14,2,,0,0.9,0.01,0.5,,optionB_gamma_sweep,3.959188200066542,10.130968698501546,4.2425391698695485,ontario_week02_2026-04-13_to_2026-04-19
optionB_budget0.90_beta0.01_gamma0.75,carbonscaler_budget,cluster1,"Ontario, Canada",ontario,nbody100k,False,,23.570000000000007,5.7024,114.31200000000004,86.84946599999999,269.06781000000007,14,2,,0,0.9,0.01,0.75,,optionB_gamma_sweep,3.959188200066542,10.130968698501546,4.2425391698695485,ontario_week02_2026-04-13_to_2026-04-19
optionB_budget0.90_beta0.01_gamma1.00,carbonscaler_budget,cluster1,"Ontario, Canada",ontario,nbody100k,False,,23.570000000000007,5.7024,114.31200000000004,86.84946599999999,269.06781000000007,14,2,,0,0.9,0.01,1.0,,optionB_gamma_sweep,3.959188200066542,10.130968698501546,4.2425391698695485,ontario_week02_2026-04-13_to_2026-04-19
optionC_lambda0.50,carbonscaler_weighted,cluster1,"Ontario, Canada",ontario,nbody100k,True,134.0,24.44000000000001,5.9268,161.89140000000006,45.341736,43.20030550000001,14,2,,0,,,,0.5,,-36.01530442497507,53.08183136269047,84.62561700797312,ontario_week02_2026-04-13_to_2026-04-19
optionC_lambda0.60,carbonscaler_weighted,cluster1,"Ontario, Canada",ontario,nbody100k,True,134.0,24.44000000000001,5.9268,143.08140000000006,55.350702,47.514852000000005,14,2,,0,,,,0.6,,-20.211822113785093,42.72487558417558,83.09013040527053,ontario_week02_2026-04-13_to_2026-04-19
optionC_lambda0.70,carbonscaler_weighted,cluster1,"Ontario, Canada",ontario,nbody100k,True,135.0,24.31000000000001,5.9202,130.24440000000004,64.261494,169.54504050000003,13,2,,0,,,,0.7,,-9.426638571587011,33.50427490518992,39.661297371017255,ontario_week02_2026-04-13_to_2026-04-19
optionC_lambda0.80,carbonscaler_weighted,cluster1,"Ontario, Canada",ontario,nbody100k,True,136.0,24.44000000000001,5.9268,124.54200000000004,73.22006999999999,261.609392,14,2,,0,,,,0.8,,-4.6356881446157265,24.234228881408345,6.8968855574576615,ontario_week02_2026-04-13_to_2026-04-19
optionC_lambda0.90,carbonscaler_weighted,cluster1,"Ontario, Canada",ontario,nbody100k,True,137.0,24.31000000000001,5.9202,118.8594,87.45046199999999,274.39747500000004,13,2,,0,,,,0.9,,0.138627037817473,9.509077386745236,2.3457861265559883,ontario_week02_2026-04-13_to_2026-04-19
carbonscaler_base,carbonscaler,cluster1,"Ontario, Canada",ontario,nbody100k,True,167.0,24.44000000000001,5.9268,131.55780000000004,330.845724,507.8809615,14,2,,0,,,,,,0.0,0.0,0.0,ontario_week04_2026-03-02_to_2026-03-08
price_only,price_only,cluster1,"Ontario, Canada",ontario,nbody100k,True,111.0,24.570000000000007,5.933400000000001,825.5411999999999,125.07297,126.03092150000002,15,2,,0,,,,,,-527.5121657552799,62.19598413186686,75.18494862895152,ontario_week04_2026-03-02_to_2026-03-08
optionA_tie_0.01,carbonscaler_price_tiebreak,cluster1,"Ontario, Canada",ontario,nbody100k,True,167.0,24.570000000000007,5.933400000000001,132.41580000000005,328.51506600000005,503.5917975,15,2,0.01,17,,,,,,-0.6521848191441357,0.7044546236903975,0.8445215168791138,ontario_week04_2026-03-02_to_2026-03-08
optionA_tie_0.03,carbonscaler_price_tiebreak,cluster1,"Ontario, Canada",ontario,nbody100k,True,167.0,24.570000000000007,5.933400000000001,132.41580000000005,328.51506600000005,503.5917975,15,2,0.03,18,,,,,,-0.6521848191441357,0.7044546236903975,0.8445215168791138,ontario_week04_2026-03-02_to_2026-03-08
optionA_tie_0.05,carbonscaler_price_tiebreak,cluster1,"Ontario, Canada",ontario,nbody100k,True,167.0,24.570000000000007,5.933400000000001,132.41580000000005,328.51506600000005,503.5917975,15,2,0.05,22,,,,,,-0.6521848191441357,0.7044546236903975,0.8445215168791138,ontario_week04_2026-03-02_to_2026-03-08
optionA_tie_0.10,carbonscaler_price_tiebreak,cluster1,"Ontario, Canada",ontario,nbody100k,True,167.0,24.570000000000007,5.933400000000001,132.41580000000005,328.51506600000005,503.5917975,15,2,0.1,23,,,,,,-0.6521848191441357,0.7044546236903975,0.8445215168791138,ontario_week04_2026-03-02_to_2026-03-08
optionA_tie_0.20,carbonscaler_price_tiebreak,cluster1,"Ontario, Canada",ontario,nbody100k,True,167.0,24.700000000000006,5.94,134.87100000000004,327.9127500000001,501.8246805,16,2,0.2,24,,,,,,-2.51843676315657,0.8865080571511164,1.1924607258584967,ontario_week04_2026-03-02_to_2026-03-08
optionB_budget0.80_beta0.01_gamma0.50,carbonscaler_budget,cluster1,"Ontario, Canada",ontario,nbody100k,False,,19.22000000000001,4.580400000000001,98.79540000000004,261.993072,400.3559615,14,2,,0,0.8,0.01,0.5,,optionB_budget_sweep,24.90342647870366,20.811105299338863,21.17129960580339,ontario_week04_2026-03-02_to_2026-03-08
optionB_budget0.85_beta0.01_gamma0.50,carbonscaler_budget,cluster1,"Ontario, Canada",ontario,nbody100k,False,,21.090000000000007,5.0358,110.87340000000005,280.773966,413.3536385000001,15,2,,0,0.85,0.01,0.5,,optionB_budget_sweep,15.722670947674713,15.134473371643166,18.6121020801446,ontario_week04_2026-03-02_to_2026-03-08
optionB_budget0.90_beta0.01_gamma0.50,carbonscaler_budget,cluster1,"Ontario, Canada",ontario,nbody100k,False,,21.960000000000008,5.260200000000001,115.58580000000003,297.17760599999997,481.2993405000001,15,2,,0,0.9,0.01,0.5,,optionB_budget_sweep,12.14067124868309,10.176379973404174,5.233828990457231,ontario_week04_2026-03-02_to_2026-03-08
optionB_budget1.00_beta0.01_gamma0.50,carbonscaler_budget,cluster1,"Ontario, Canada",ontario,nbody100k,True,167.0,24.960000000000008,5.953200000000001,160.63080000000005,330.47394599999996,503.7685180000001,18,2,,0,1.0,0.01,0.5,,optionB_budget_sweep,-22.099031756383884,0.1123720130050896,0.8097258632916734,ontario_week04_2026-03-02_to_2026-03-08
optionB_budget1.10_beta0.01_gamma0.50,carbonscaler_budget,cluster1,"Ontario, Canada",ontario,nbody100k,True,167.0,24.960000000000008,5.953200000000001,136.60680000000005,336.369066,505.7383705000001,18,2,,0,1.1,0.01,0.5,,optionB_budget_sweep,-3.83785682034817,-1.6694615040573886,0.421868737444281,ontario_week04_2026-03-02_to_2026-03-08
optionB_budget1.20_beta0.01_gamma0.50,carbonscaler_budget,cluster1,"Ontario, Canada",ontario,nbody100k,True,167.0,24.960000000000008,5.953200000000001,136.60680000000005,336.369066,505.7383705000001,18,2,,0,1.2,0.01,0.5,,optionB_budget_sweep,-3.83785682034817,-1.6694615040573886,0.421868737444281,ontario_week04_2026-03-02_to_2026-03-08
optionB_budget0.90_beta0.0025_gamma0.50,carbonscaler_budget,cluster1,"Ontario, Canada",ontario,nbody100k,False,,21.960000000000008,5.260200000000001,115.58580000000003,297.17760599999997,481.2993405000001,15,2,,0,0.9,0.0025,0.5,,optionB_beta_sweep,12.14067124868309,10.176379973404174,5.233828990457231,ontario_week04_2026-03-02_to_2026-03-08
optionB_budget0.90_beta0.0050_gamma0.50,carbonscaler_budget,cluster1,"Ontario, Canada",ontario,nbody100k,False,,21.960000000000008,5.260200000000001,115.58580000000003,297.17760599999997,481.2993405000001,15,2,,0,0.9,0.005,0.5,,optionB_beta_sweep,12.14067124868309,10.176379973404174,5.233828990457231,ontario_week04_2026-03-02_to_2026-03-08
optionB_budget0.90_beta0.0100_gamma0.50,carbonscaler_budget,cluster1,"Ontario, Canada",ontario,nbody100k,False,,21.960000000000008,5.260200000000001,115.58580000000003,297.17760599999997,481.2993405000001,15,2,,0,0.9,0.01,0.5,,optionB_beta_sweep,12.14067124868309,10.176379973404174,5.233828990457231,ontario_week04_2026-03-02_to_2026-03-08
optionB_budget0.90_beta0.0200_gamma0.50,carbonscaler_budget,cluster1,"Ontario, Canada",ontario,nbody100k,False,,21.960000000000008,5.260200000000001,115.58580000000003,297.17760599999997,481.2993405000001,15,2,,0,0.9,0.02,0.5,,optionB_beta_sweep,12.14067124868309,10.176379973404174,5.233828990457231,ontario_week04_2026-03-02_to_2026-03-08
optionB_budget0.90_beta0.0400_gamma0.50,carbonscaler_budget,cluster1,"Ontario, Canada",ontario,nbody100k,False,,21.960000000000008,5.260200000000001,115.58580000000003,297.17760599999997,481.2993405000001,15,2,,0,0.9,0.04,0.5,,optionB_beta_sweep,12.14067124868309,10.176379973404174,5.233828990457231,ontario_week04_2026-03-02_to_2026-03-08
optionB_budget0.90_beta0.01_gamma0.10,carbonscaler_budget,cluster1,"Ontario, Canada",ontario,nbody100k,False,,21.960000000000008,5.260200000000001,115.58580000000003,297.17760599999997,481.2993405000001,15,2,,0,0.9,0.01,0.1,,optionB_gamma_sweep,12.14067124868309,10.176379973404174,5.233828990457231,ontario_week04_2026-03-02_to_2026-03-08
optionB_budget0.90_beta0.01_gamma0.25,carbonscaler_budget,cluster1,"Ontario, Canada",ontario,nbody100k,False,,21.960000000000008,5.260200000000001,115.58580000000003,297.17760599999997,481.2993405000001,15,2,,0,0.9,0.01,0.25,,optionB_gamma_sweep,12.14067124868309,10.176379973404174,5.233828990457231,ontario_week04_2026-03-02_to_2026-03-08
optionB_budget0.90_beta0.01_gamma0.50,carbonscaler_budget,cluster1,"Ontario, Canada",ontario,nbody100k,False,,21.960000000000008,5.260200000000001,115.58580000000003,297.17760599999997,481.2993405000001,15,2,,0,0.9,0.01,0.5,,optionB_gamma_sweep,12.14067124868309,10.176379973404174,5.233828990457231,ontario_week04_2026-03-02_to_2026-03-08
optionB_budget0.90_beta0.01_gamma0.75,carbonscaler_budget,cluster1,"Ontario, Canada",ontario,nbody100k,False,,21.960000000000008,5.260200000000001,115.58580000000003,297.17760599999997,481.2993405000001,15,2,,0,0.9,0.01,0.75,,optionB_gamma_sweep,12.14067124868309,10.176379973404174,5.233828990457231,ontario_week04_2026-03-02_to_2026-03-08
optionB_budget0.90_beta0.01_gamma1.00,carbonscaler_budget,cluster1,"Ontario, Canada",ontario,nbody100k,False,,21.960000000000008,5.260200000000001,115.58580000000003,297.17760599999997,481.2993405000001,15,2,,0,0.9,0.01,1.0,,optionB_gamma_sweep,12.14067124868309,10.176379973404174,5.233828990457231,ontario_week04_2026-03-02_to_2026-03-08
optionC_lambda0.50,carbonscaler_weighted,cluster1,"Ontario, Canada",ontario,nbody100k,True,167.0,24.570000000000007,5.9334,176.23980000000003,259.001556,239.11817600000003,15,2,,0,,,,0.5,,-33.96377865850597,21.715308008635475,52.91846040186721,ontario_week04_2026-03-02_to_2026-03-08
optionC_lambda0.60,carbonscaler_weighted,cluster1,"Ontario, Canada",ontario,nbody100k,True,167.0,24.700000000000006,5.94,173.44800000000004,261.37353,251.63393200000004,16,2,,0,,,,0.6,,-31.841669593136995,20.99836538918061,50.45415144981762,ontario_week04_2026-03-02_to_2026-03-08
optionC_lambda0.70,carbonscaler_weighted,cluster1,"Ontario, Canada",ontario,nbody100k,True,167.0,24.44000000000001,5.9268,161.66700000000003,266.23542,255.08756900000003,14,2,,0,,,,0.7,,-22.886670345657937,19.528831510604633,49.774142301650336,ontario_week04_2026-03-02_to_2026-03-08
optionC_lambda0.80,carbonscaler_weighted,cluster1,"Ontario, Canada",ontario,nbody100k,True,167.0,24.44000000000001,5.9268,155.04720000000003,273.242442,258.168768,14,2,,0,,,,0.8,,-17.8548136256459,17.410919296028148,49.16746490407674,ontario_week04_2026-03-02_to_2026-03-08
