policy,policy_name,cluster_name,cluster_display_name,sector_slug,workload_name,completed,completion_slot,total_work,total_energy_kwh,total_carbon_grams,total_day_ahead_cost,total_real_time_cost,active_slots,max_scale_used,tie_threshold_ratio,tie_break_used_count,cost_budget_ratio,cost_penalty_beta,urgency_gamma,lambda_carbon,sweep_group,carbon_savings_vs_base_pct,day_ahead_cost_savings_vs_base_pct,real_time_cost_savings_vs_base_pct
optionB_budget0.90_beta0.0400_gamma0.50,carbonscaler_budget,cluster1,"Ontario, Canada",ontario,nbody100k,True,164,24.610000000000003,5.755199999999999,328.812,218.69608200000002,195.18189900000002,22,2,,0,0.9,0.04,0.5,,optionB_beta_sweep,-1.8563951586522878,16.168322304881137,23.793570605991075
optionB_budget0.90_beta0.01_gamma0.10,carbonscaler_budget,cluster1,"Ontario, Canada",ontario,nbody100k,True,164,24.740000000000002,5.761799999999999,329.175,229.505364,213.18462000000005,23,2,,0,0.9,0.01,0.1,,optionB_gamma_sweep,-1.9688420019627226,12.024854180291475,16.764624306075504
optionB_budget0.90_beta0.01_gamma0.25,carbonscaler_budget,cluster1,"Ontario, Canada",ontario,nbody100k,True,164,24.740000000000002,5.761799999999999,329.175,229.505364,213.18462000000005,23,2,,0,0.9,0.01,0.25,,optionB_gamma_sweep,-1.9688420019627226,12.024854180291475,16.764624306075504
optionB_budget0.90_beta0.01_gamma0.50,carbonscaler_budget,cluster1,"Ontario, Canada",ontario,nbody100k,True,164,24.740000000000002,5.761799999999999,329.175,229.505364,213.18462000000005,23,2,,0,0.9,0.01,0.5,,optionB_gamma_sweep,-1.9688420019627226,12.024854180291475,16.764624306075504
optionB_budget0.90_beta0.01_gamma0.75,carbonscaler_budget,cluster1,"Ontario, Canada",ontario,nbody100k,True,164,24.740000000000002,5.761799999999999,329.175,229.505364,213.18462000000005,23,2,,0,0.9,0.01,0.75,,optionB_gamma_sweep,-1.9688420019627226,12.024854180291475,16.764624306075504
optionB_budget0.90_beta0.01_gamma1.00,carbonscaler_budget,cluster1,"Ontario, Canada",ontario,nbody100k,True,164,24.740000000000002,5.761799999999999,329.175,229.505364,213.18462000000005,23,2,,0,0.9,0.01,1.0,,optionB_gamma_sweep,-1.9688420019627226,12.024854180291475,16.764624306075504
optionC_lambda0.50,carbonscaler_weighted,cluster1,"Ontario, Canada",ontario,nbody100k,True,160,24.960000000000004,5.9532,383.54580000000004,171.17284799999996,123.99280850000001,18,2,,0,,,,0.5,,-18.811334641805715,34.38516642611107,51.58849639883808
optionC_lambda0.60,carbonscaler_weighted,cluster1,"Ontario, Canada",ontario,nbody100k,True,160,24.700000000000006,5.94,363.6666,177.955602,143.06608799999998,16,2,,0,,,,0.6,,-12.653336604514248,31.785167185094576,44.141563384168805
optionC_lambda0.70,carbonscaler_weighted,cluster1,"Ontario, Canada",ontario,nbody100k,True,164,24.700000000000006,5.9399999999999995,350.07060000000007,188.88751200000002,187.46361150000004,16,2,,0,,,,0.7,,-8.441691200523422,27.594692681248414,26.807083305810693
optionC_lambda0.80,carbonscaler_weighted,cluster1,"Ontario, Canada",ontario,nbody100k,True,164,24.830000000000005,5.946599999999999,336.7188,207.72576,193.3234435,17,2,,0,,,,0.8,,-4.3056918547595755,20.37352108898955,24.5191822460472
optionC_lambda0.90,carbonscaler_weighted,cluster1,"Ontario, Canada",ontario,nbody100k,True,164,24.570000000000007,5.933400000000001,321.34739999999994,238.099224,225.78297500000002,15,2,,0,,,,0.9,,0.45592083742231887,8.730612714744899,11.845747833887085
